sample_ID,poly_ID,MIC_ecoli,sequence,seq_mon_mol_dist
30,19,>512,BamTmaTmaTmaTmaBamTmaBamTmaTmaTmaTmaTmaBamBamTmaBamBamBamMepMepBamTmaBamBamBamBamBamBamTmaTmaTmaTmaTmaTmaTmaMepMepBamBamBamTmaBamBamTmaBamTmaTmaTmaBamTmaBamBamTmaBamTmaBamBamTmaBamMepMepTmaBamTmaTmaTmaTmaMepTma,[0.59974127 0.3147316  0.08552714]
31,19,>512,BamTmaTmaTmaTmaTmaTmaTmaTmaBamTmaTmaBamBamBamMepBamTmaBamTmaTmaMepTmaMepMepTmaTmaTmaBamTmaTmaTmaBamMepBamTmaTmaBamMepBamBamTmaTmaBamTmaTmaTmaTmaBamTmaBamBamTmaMepMepBamMepBamBamBamBamMepBamBamBamTmaTmaBamTmaTma,[0.59729472 0.28102208 0.1216832 ]
32,19,>512,TmaBamBamMepTmaBamBamBamBamTmaTmaBamBamBamBamBamTmaBamBamTmaTmaTmaTmaTmaBamBamTmaMepTmaBamBamTmaTmaTmaTmaBamTmaBamTmaBamTmaTmaBamMepBamBamBamTmaBamBamTmaTmaTmaTmaBamBamMepTmaTmaMepBamMepTmaTmaTmaMepBamMepBamTma,[0.55741069 0.34295144 0.09963787]
33,19,>512,TmaTmaTmaTmaTmaTmaBamTmaBamBamMepTmaTmaTmaTmaMepTmaBamTmaTmaMepBamTmaTmaBamTmaBamTmaTmaBamMepTmaBamTmaTmaTmaTmaTmaTmaTmaBamBamMepMepMepBamBamBamBamBamTmaBamTmaTmaBamBamBamBamBamBamBamTmaTmaTmaTmaBamBamBamBamMep,[0.59892353 0.30346445 0.09761202]
34,19,>512,BamBamTmaBamBamBamTmaBamMepBamBamTmaBamBamBamBamBamTmaBamTmaBamMepTmaMepTmaTmaMepBamMepBamMepBamTmaMepTmaBamTmaTmaMepTmaTmaTmaTmaBamBamTmaTmaBamTmaBamTmaMepBamBamMepMepBamTmaTmaMepBamBamBamBamTmaBamMepMepTmaTma,[0.46494105 0.35471284 0.18034611]
35,19,>512,BamMepTmaBamTmaTmaTmaTmaBamBamBamBamTmaBamTmaBamTmaMepTmaTmaBamTmaBamTmaBamBamBamTmaTmaTmaMepBamTmaTmaTmaMepTmaBamTmaTmaBamBamBamTmaBamTmaMepBamTmaBamTmaBamTmaTmaTmaTmaBamBamTmaBamBamBamTmaBamBamBamTmaTmaTmaBam,[0.60138346 0.33735845 0.06125809]
36,19,>512,BamTmaBamBamTmaTmaTmaBamBamBamTmaBamTmaTmaBamTmaTmaMepBamTmaBamTmaBamBamBamBamTmaBamTmaBamTmaTmaTmaBamBamTmaBamBamTmaTmaBamTmaTmaTmaMepTmaTmaMepBamTmaBamTmaBamBamMepBamMepBamMepBamTmaTmaBamTmaBamBamTmaTmaBamBam,[0.55896661 0.36609639 0.074937  ]
37,19,>512,TmaBamBamBamBamMepTmaMepBamTmaBamTmaBamTmaTmaMepTmaBamBamMepBamBamTmaTmaTmaTmaBamTmaMepBamBamTmaBamMepBamTmaBamTmaTmaBamBamBamTmaMepTmaTmaTmaBamTmaTmaTmaTmaTmaBamMepTmaBamBamTmaBamTmaBamBamBamBamBamTmaBamTmaTma,[0.55741069 0.34295144 0.09963787]
38,19,>512,BamBamTmaBamBamBamTmaBamBamTmaTmaBamTmaTmaTmaBamTmaTmaTmaBamTmaBamTmaTmaMepTmaBamBamTmaTmaTmaTmaBamBamBamBamTmaTmaTmaBamTmaTmaMepTmaBamBamBamMepMepTmaBamBamBamTmaTmaBamTmaTmaTmaMepTmaBamTmaTmaTmaMepBamMepBamTma,[0.61321902 0.30183037 0.08495061]
39,19,>512,BamTmaTmaBamTmaTmaMepTmaBamBamBamBamBamMepTmaTmaMepTmaBamBamBamTmaMepBamBamTmaBamBamMepBamMepBamMepBamTmaTmaBamBamMepBamTmaTmaBamTmaTmaTmaTmaTmaTmaBamMepTmaTmaTmaTmaBamBamTmaTmaBamBamBamBamTmaBamBamBamBamBamMep,[0.49787822 0.37439551 0.12772627]
40,19,>512,MepBamTmaTmaTmaTmaTmaTmaTmaTmaBamBamTmaTmaBamBamBamMepTmaBamBamBamTmaMepTmaTmaTmaBamBamTmaBamTmaBamTmaBamBamBamBamBamBamTmaTmaBamBamMepTmaTmaTmaTmaTmaBamBamTmaBamTmaTmaTmaTmaTmaBamTmaTmaTmaTmaBamBamBamTmaBamTma,[0.64221472 0.30969477 0.04809051]
41,19,>512,BamMepBamBamTmaTmaTmaTmaBamBamBamBamTmaBamTmaMepTmaTmaMepBamTmaTmaTmaTmaTmaBamBamBamTmaBamMepBamBamMepTmaTmaMepTmaMepTmaMepBamTmaBamBamTmaBamTmaBamBamBamTmaTmaTmaBamBamBamBamBamTmaBamTmaBamMepTmaTmaBamTmaTmaTma,[0.55663597 0.33142721 0.11193682]
42,19,>512,MepBamTmaMepMepTmaTmaBamTmaBamTmaBamMepTmaBamBamBamBamBamTmaTmaTmaBamBamTmaTmaTmaMepBamBamTmaBamMepMepBamTmaTmaTmaTmaTmaBamTmaMepTmaMepMepMepTmaTmaBamTmaBamTmaTmaBamTmaBamMepTmaTmaBamBamMepTmaTmaTmaBamBamTmaTma,[0.58128485 0.26010197 0.15861318]
43,19,>512,TmaTmaTmaBamTmaMepTmaBamTmaTmaTmaTmaMepMepMepBamBamBamMepTmaTmaTmaTmaBamTmaTmaBamBamBamMepBamTmaTmaBamTmaTmaTmaBamBamTmaBamBamTmaTmaTmaTmaTmaTmaBamTmaTmaTmaTmaTmaBamBamTmaBamBamBamBamMepTmaTmaMepTmaTmaBamMepBam,[0.63792944 0.25458892 0.10748164]
44,19,>512,TmaTmaTmaTmaBamTmaTmaTmaBamBamTmaBamMepBamBamBamBamBamTmaBamMepTmaTmaBamBamTmaTmaTmaBamBamTmaBamBamTmaTmaTmaTmaMepTmaBamTmaBamTmaMepBamBamTmaMepMepTmaBamTmaTmaMepTmaBamMepBamTmaBamTmaBamTmaBamTmaTmaBamTmaBamMep,[0.5844724  0.30511632 0.11041128]
45,19,>512,TmaBamBamTmaTmaTmaBamTmaTmaTmaMepBamTmaBamBamTmaTmaBamBamBamBamTmaTmaMepTmaMepTmaTmaTmaTmaMepTmaTmaBamTmaBamBamTmaTmaBamTmaMepBamBamMepBamBamMepMepBamTmaBamTmaBamBamBamMepMepBamTmaTmaBamTmaTmaTmaBamBamBamBamTma,[0.5558634  0.31993498 0.12420162]
46,19,>512,TmaMepTmaTmaBamTmaTmaTmaTmaBamBamBamBamTmaBamTmaBamMepBamTmaBamTmaBamBamBamTmaBamTmaTmaBamTmaTmaTmaBamTmaTmaBamTmaTmaBamBamBamTmaTmaBamTmaBamBamTmaBamTmaTmaTmaTmaBamBamBamTmaBamMepTmaBamBamBamTmaMepBamTmaTmaMep,[0.60138346 0.33735845 0.06125809]
47,19,>512,TmaTmaTmaTmaTmaTmaMepTmaBamBamTmaTmaTmaTmaMepTmaBamTmaMepTmaBamMepBamBamTmaTmaTmaTmaBamTmaTmaBamTmaBamTmaBamTmaMepBamBamTmaBamMepBamTmaTmaTmaMepTmaBamBamTmaMepBamTmaBamBamTmaBamTmaTmaTmaBamMepBamBamTmaTmaBamBam,[0.62483291 0.26696771 0.10819938]
48,19,>512,BamTmaMepBamTmaBamBamBamTmaTmaBamTmaTmaMepTmaBamBamTmaTmaTmaBamBamBamTmaBamBamMepBamTmaMepTmaTmaTmaBamTmaBamBamBamTmaBamBamTmaTmaBamBamBamBamTmaMepTmaBamBamTmaBamTmaBamBamBamBamMepMepBamBamBamBamBamBamBamBamBam,[0.43843804 0.46913487 0.09242709]
49,19,>512,BamTmaBamBamBamBamTmaBamBamTmaBamTmaBamBamTmaTmaTmaTmaBamBamBamBamBamTmaMepBamTmaBamBamBamBamBamBamBamBamTmaBamMepBamTmaMepBamBamBamBamBamTmaBamTmaTmaTmaTmaTmaMepTmaTmaBamTmaTmaTmaTmaTmaBamTmaTmaBamTmaBamBamBam,[0.51707786 0.43175646 0.05116568]
50,19,>512,BamTmaBamBamMepMepBamTmaTmaTmaTmaTmaBamBamTmaMepTmaMepBamTmaTmaTmaTmaBamTmaBamTmaBamMepMepBamBamTmaTmaBamMepTmaTmaBamTmaTmaMepTmaTmaBamTmaTmaBamMepTmaBamBamTmaBamTmaMepBamTmaTmaTmaBamTmaBamBamMepTmaTmaBamTmaTma,[0.60991051 0.25731592 0.13277357]
51,19,>512,TmaTmaTmaBamMepTmaTmaMepTmaTmaBamBamTmaTmaTmaBamBamTmaBamBamBamTmaBamTmaBamBamTmaBamTmaMepTmaTmaTmaTmaBamBamBamTmaTmaTmaTmaTmaTmaTmaMepTmaTmaTmaBamBamBamTmaTmaMepMepMepTmaBamTmaTmaMepMepMepTmaTmaBamTmaTmaMepBam,[0.6491322  0.22071212 0.13015568]
52,19,>512,TmaTmaTmaBamMepBamTmaBamBamBamMepMepTmaBamTmaTmaTmaTmaTmaTmaTmaTmaBamTmaTmaTmaTmaTmaTmaBamTmaTmaTmaBamTmaBamBamTmaTmaTmaTmaTmaTmaBamMepTmaTmaBamTmaTmaTmaBamTmaTmaTmaBamBamTmaTmaBamBamBamTmaTmaTmaBamMepTmaBamBam,[0.7166788  0.22559845 0.05772275]
53,19,>512,TmaBamMepMepTmaBamTmaBamTmaTmaTmaTmaTmaTmaBamBamMepTmaBamBamTmaTmaMepMepBamTmaBamBamBamTmaBamTmaBamBamTmaBamTmaTmaMepBamTmaTmaBamTmaBamMepTmaTmaBamBamTmaTmaBamBamBamBamTmaBamMepTmaTmaTmaTmaTmaBamTmaTmaTmaBamBam,[0.59892353 0.30346445 0.09761202]
54,19,>512,BamBamTmaTmaTmaBamTmaMepBamBamTmaTmaBamTmaTmaBamTmaTmaMepTmaBamBamBamTmaBamBamTmaTmaTmaTmaBamBamBamTmaBamTmaTmaBamTmaTmaBamMepBamBamBamTmaBamTmaBamTmaBamTmaTmaTmaTmaMepMepMepTmaBamBamTmaTmaTmaBamMepBamBamTmaTma,[0.59974127 0.3147316  0.08552714]
55,19,>512,BamTmaTmaBamBamTmaTmaMepTmaBamBamTmaBamTmaTmaBamTmaTmaBamBamBamTmaTmaTmaBamBamBamTmaTmaTmaTmaMepTmaBamTmaBamBamTmaBamTmaBamTmaBamTmaTmaTmaTmaTmaBamBamTmaTmaTmaBamTmaBamTmaTmaBamMepBamTmaBamBamTmaBamTmaTmaTmaTma,[0.66889391 0.29546633 0.03563976]
56,19,>512,MepBamBamTmaTmaTmaMepTmaTmaMepTmaBamBamMepTmaTmaBamBamTmaTmaTmaTmaTmaTmaBamTmaBamBamTmaBamBamTmaBamBamMepBamBamBamBamTmaBamTmaBamTmaBamTmaMepBamMepMepBamTmaBamBamTmaBamTmaTmaTmaBamBamBamBamBamTmaBamBamTmaBamBam,[0.51413821 0.3841122  0.1017496 ]
57,19,>512,MepMepBamTmaTmaMepTmaBamTmaTmaBamMepBamMepTmaMepBamBamTmaBamBamMepMepTmaBamTmaTmaTmaBamTmaBamTmaTmaTmaTmaTmaTmaBamBamTmaBamBamTmaBamTmaTmaBamTmaBamTmaBamTmaMepBamBamTmaTmaTmaTmaTmaBamBamMepTmaTmaTmaBamTmaTmaTma,[0.62399461 0.25594515 0.12006024]
58,19,>512,TmaTmaTmaBamTmaMepBamMepBamTmaTmaBamBamTmaMepTmaBamBamBamTmaBamTmaMepBamTmaTmaBamBamMepBamTmaMepTmaTmaTmaBamBamTmaTmaTmaBamTmaBamBamBamBamTmaTmaBamBamTmaBamBamBamBamBamBamBamBamMepBamTmaTmaTmaBamTmaTmaTmaMepTma,[0.54318749 0.35648053 0.10033198]
59,19,>512,MepTmaTmaTmaTmaTmaBamTmaBamTmaTmaTmaTmaTmaTmaTmaTmaTmaBamTmaTmaBamMepBamTmaMepTmaTmaTmaMepTmaTmaTmaMepMepTmaTmaBamTmaBamTmaTmaBamTmaBamBamBamMepBamTmaTmaMepBamBamTmaTmaTmaMepTmaBamTmaTmaTmaTmaTmaTmaBamMepTmaBam,[0.71208559 0.17320882 0.1147056 ]
60,19,>512,BamTmaBamMepTmaTmaBamMepBamBamBamTmaTmaTmaBamBamTmaMepTmaTmaBamBamTmaBamTmaBamMepTmaTmaTmaMepBamTmaBamTmaBamMepTmaTmaBamTmaTmaBamBamBamTmaMepTmaMepTmaTmaMepTmaTmaTmaBamTmaMepBamTmaTmaBamTmaBamMepTmaTmaMepBamTma,[0.59567475 0.25870144 0.14562381]
61,19,>512,BamBamBamTmaTmaTmaMepBamBamTmaTmaBamBamBamBamBamBamTmaBamTmaBamTmaMepBamTmaBamTmaBamTmaBamTmaBamTmaTmaBamTmaMepTmaBamMepBamTmaTmaTmaTmaBamTmaTmaBamBamBamTmaTmaTmaMepTmaTmaBamBamBamBamTmaTmaBamTmaTmaBamBamTmaTma,[0.58769511 0.35062707 0.06167782]
62,19,>512,TmaTmaTmaTmaTmaTmaTmaTmaTmaMepBamTmaMepBamBamMepTmaTmaBamBamBamMepTmaBamTmaTmaTmaBamBamTmaTmaTmaTmaTmaTmaMepTmaTmaTmaTmaBamTmaTmaBamBamBamTmaBamBamTmaBamBamTmaBamTmaMepBamBamBamBamMepTmaMepTmaBamTmaBamBamTmaTma,[0.63878191 0.26555118 0.09566691]
63,19,>512,BamBamBamMepTmaBamBamBamBamTmaBamBamTmaTmaBamTmaTmaBamBamBamBamTmaTmaTmaTmaBamTmaMepBamTmaTmaBamTmaTmaBamBamTmaBamBamTmaBamTmaBamMepTmaTmaBamMepBamTmaTmaBamTmaMepBamTmaTmaBamTmaBamTmaTmaTmaMepTmaTmaTmaMepTmaBam,[0.58607932 0.32780913 0.08611154]
64,19,>512,MepMepBamBamBamTmaTmaTmaTmaBamTmaMepBamBamBamTmaBamBamBamBamBamBamMepBamBamBamMepBamMepBamTmaBamTmaBamTmaBamTmaBamBamTmaTmaTmaBamTmaTmaMepTmaBamBamMepMepBamTmaBamTmaMepTmaBamBamTmaTmaBamTmaTmaTmaTmaTmaTmaTmaBam,[0.51268088 0.36049264 0.12682649]
65,19,>512,BamMepTmaBamTmaTmaTmaTmaMepTmaMepTmaTmaTmaTmaBamTmaTmaTmaTmaBamTmaTmaMepTmaTmaBamTmaBamBamTmaBamTmaTmaBamTmaTmaTmaBamMepBamTmaTmaTmaTmaTmaBamBamTmaTmaMepTmaBamBamMepTmaTmaMepTmaBamTmaBamBamBamTmaTmaBamBamTmaTma,[0.68951936 0.21728975 0.09319089]
66,19,>512,TmaBamTmaTmaTmaBamTmaBamBamMepBamMepTmaBamTmaTmaTmaTmaTmaBamTmaBamBamMepTmaTmaTmaBamBamTmaBamTmaBamTmaTmaBamBamTmaMepBamTmaTmaTmaBamTmaTmaTmaBamMepBamTmaMepBamTmaBamTmaMepTmaMepMepBamBamTmaBamTmaTmaTmaBamBamTma,[0.61156029 0.27951294 0.10892677]
67,19,>512,TmaBamTmaTmaBamBamTmaTmaMepBamBamTmaTmaTmaTmaBamTmaMepBamTmaTmaTmaBamTmaTmaTmaBamMepTmaTmaBamTmaTmaTmaTmaBamTmaBamBamTmaBamTmaTmaBamTmaBamTmaBamBamTmaBamBamTmaBamTmaTmaBamMepBamBamBamBamBamTmaTmaTmaBamMepBamTma,[0.62820876 0.3113557  0.06043553]
68,19,>512,BamTmaBamMepTmaMepBamTmaTmaBamTmaBamTmaBamTmaMepTmaTmaMepTmaTmaTmaMepTmaTmaTmaBamMepBamBamMepTmaBamBamTmaTmaTmaBamTmaBamBamTmaMepTmaMepTmaTmaMepTmaMepBamTmaTmaBamMepTmaBamTmaBamTmaMepMepBamMepTmaMepMepTmaTmaBam,[0.57813187 0.21557595 0.20629218]
69,19,>512,TmaMepBamTmaTmaBamTmaBamTmaTmaTmaBamTmaTmaBamBamMepTmaTmaTmaBamTmaTmaTmaTmaBamTmaTmaTmaBamTmaTmaBamTmaTmaMepBamTmaTmaTmaTmaMepTmaTmaMepBamMepBamBamTmaTmaTmaBamTmaBamBamBamBamMepTmaTmaBamBamBamBamMepTmaTmaTmaMep,[0.65085336 0.24237327 0.10677337]
70,19,>512,TmaTmaTmaBamTmaBamTmaBamTmaTmaTmaTmaTmaBamBamTmaBamTmaTmaTmaBamMepBamBamMepTmaMepMepBamBamBamMepTmaMepBamBamTmaTmaMepTmaTmaMepTmaTmaTmaTmaBamMepMepTmaTmaMepMepBamTmaTmaBamTmaTmaBamTmaTmaTmaMepTmaTmaBamTmaBamBam,[0.62149314 0.22305423 0.15545263]
71,19,>512,MepBamBamTmaTmaTmaBamBamBamBamBamTmaBamTmaTmaTmaMepBamTmaBamMepBamTmaTmaBamBamTmaBamBamTmaTmaBamTmaBamTmaBamTmaBamTmaBamTmaBamBamTmaTmaBamTmaMepBamBamTmaTmaBamTmaBamTmaTmaTmaBamBamBamMepTmaTmaMepBamTmaTmaBamBam,[0.55896661 0.36609639 0.074937  ]
72,19,>512,MepMepTmaMepTmaTmaTmaMepBamTmaBamMepTmaBamTmaTmaTmaBamTmaBamBamMepBamBamMepBamTmaTmaTmaBamTmaTmaTmaTmaBamBamTmaBamTmaMepBamBamBamTmaTmaTmaBamMepTmaTmaTmaTmaTmaBamMepBamTmaBamBamTmaTmaTmaTmaTmaBamTmaTmaBamTmaTma,[0.63707923 0.24365588 0.11926489]
73,19,>512,BamBamTmaBamBamMepBamBamTmaTmaTmaTmaBamMepTmaBamBamMepBamTmaMepTmaTmaTmaBamBamBamBamTmaTmaMepBamTmaBamTmaTmaTmaTmaTmaTmaTmaTmaMepTmaBamBamTmaTmaBamBamBamBamTmaMepBamTmaTmaTmaTmaTmaTmaBamTmaBamBamTmaBamBamTmaTma,[0.61321902 0.30183037 0.08495061]
74,19,>512,BamBamTmaTmaTmaTmaTmaTmaBamBamTmaBamTmaTmaBamBamBamBamBamTmaBamTmaBamTmaTmaTmaTmaTmaMepBamBamTmaTmaTmaTmaTmaTmaBamBamBamTmaMepTmaBamTmaTmaBamTmaTmaTmaBamTmaBamBamTmaTmaTmaBamBamTmaTmaMepMepTmaBamTmaBamBamBamTma,[0.65519646 0.29703205 0.04777149]
75,19,>512,BamBamMepTmaBamTmaTmaMepBamMepTmaBamBamBamTmaBamTmaBamBamTmaBamTmaBamBamTmaTmaTmaTmaMepBamMepTmaBamTmaBamBamTmaBamTmaBamTmaTmaBamTmaBamTmaTmaBamBamBamBamBamTmaTmaBamBamMepTmaMepBamBamTmaBamMepTmaTmaTmaBamBamTma,[0.52876474 0.37019944 0.10103581]
76,19,>512,BamTmaBamTmaTmaBamBamTmaBamMepTmaTmaTmaBamBamTmaTmaTmaTmaMepBamBamBamTmaTmaTmaMepTmaBamBamTmaTmaBamBamBamBamBamTmaTmaBamBamBamBamTmaMepBamBamTmaMepTmaBamTmaTmaBamTmaBamTmaBamTmaBamTmaTmaTmaBamBamBamBamTmaBamBam,[0.55974783 0.37771739 0.06253478]
77,19,>512,BamTmaTmaBamMepBamBamTmaBamTmaBamBamMepBamBamBamBamMepBamBamTmaTmaBamTmaBamBamTmaTmaTmaTmaMepMepTmaBamBamTmaTmaBamTmaTmaTmaTmaBamBamMepMepBamMepBamTmaBamBamBamBamTmaTmaTmaTmaBamTmaTmaTmaBamBamTmaTmaBamMepTmaBam,[0.52801954 0.35847536 0.1135051 ]
78,19,>512,BamBamMepTmaTmaTmaTmaBamBamTmaMepTmaBamTmaBamBamMepBamTmaTmaBamTmaTmaBamBamBamTmaTmaBamTmaTmaTmaTmaBamBamMepTmaTmaMepTmaBamBamBamBamBamTmaTmaMepTmaBamTmaBamTmaTmaTmaBamTmaMepBamBamTmaTmaTmaBamBamBamMepBamTmaTma,[0.58527476 0.31644715 0.09827809]
79,19,>512,MepTmaMepTmaBamBamTmaBamBamBamTmaBamMepBamBamTmaBamTmaBamBamBamBamBamBamTmaTmaMepTmaTmaMepBamTmaMepBamTmaBamMepBamTmaBamBamMepTmaBamTmaTmaBamBamBamTmaBamTmaTmaBamTmaTmaTmaBamBamTmaTmaMepBamTmaMepTmaTmaBamTmaBam,[0.51268088 0.36049264 0.12682649]
80,19,>512,TmaBamBamTmaMepTmaBamTmaBamTmaBamTmaBamTmaBamTmaTmaBamBamTmaTmaTmaBamMepTmaTmaBamBamBamTmaBamTmaBamTmaBamBamMepBamBamTmaBamTmaTmaBamBamTmaBamBamTmaTmaTmaBamMepBamTmaTmaTmaTmaTmaBamTmaBamTmaMepTmaTmaTmaTmaBamTma,[0.62820876 0.3113557  0.06043553]
81,19,>512,BamTmaTmaTmaTmaTmaTmaTmaMepBamBamBamTmaTmaMepBamBamBamTmaTmaBamBamBamTmaBamTmaTmaMepTmaBamTmaTmaBamBamTmaMepBamTmaBamBamBamTmaMepTmaMepMepTmaTmaBamBamBamBamMepBamTmaBamTmaTmaMepBamBamBamTmaBamTmaBamTmaMepBamMep,[0.52653542 0.33512605 0.13833853]
82,19,>512,TmaBamMepBamTmaTmaTmaTmaMepTmaTmaTmaTmaBamTmaBamTmaMepTmaTmaTmaMepBamBamTmaBamBamBamTmaBamBamBamTmaTmaTmaTmaTmaTmaTmaTmaBamTmaTmaTmaTmaTmaBamTmaTmaBamBamBamBamBamTmaTmaBamMepBamTmaMepBamBamTmaBamBamTmaBamTmaBam,[0.64049372 0.28756382 0.07194246]
83,19,>512,BamTmaBamMepBamTmaTmaTmaBamBamTmaBamBamTmaTmaTmaBamBamMepMepTmaTmaTmaBamBamTmaTmaTmaTmaBamTmaTmaTmaTmaTmaBamBamTmaBamBamTmaTmaTmaBamTmaTmaTmaTmaMepTmaMepMepBamBamTmaMepTmaBamTmaTmaMepBamTmaBamMepBamTmaMepMepTma,[0.62315855 0.24495213 0.13188932]
84,19,>512,TmaTmaTmaBamTmaTmaTmaTmaBamBamTmaBamBamTmaTmaMepBamTmaBamBamTmaTmaBamBamTmaBamTmaTmaBamMepBamTmaTmaMepMepTmaBamTmaBamTmaBamTmaTmaBamTmaBamTmaTmaBamTmaBamBamTmaBamBamTmaBamTmaBamBamBamBamTmaTmaTmaTmaTmaBamTmaTma,[0.64221472 0.30969477 0.04809051]
85,19,>512,BamBamTmaTmaTmaMepTmaTmaBamBamTmaMepBamTmaBamBamBamBamBamMepTmaTmaMepTmaTmaTmaTmaTmaTmaBamTmaTmaBamTmaBamTmaBamTmaTmaBamBamBamMepTmaBamTmaBamTmaBamBamTmaTmaTmaMepBamTmaMepMepBamMepBamMepTmaMepTmaBamTmaMepTmaTma,[0.58207847 0.27130946 0.14661207]
86,19,>512,MepMepTmaTmaTmaBamTmaBamBamMepBamTmaBamTmaTmaTmaBamTmaMepTmaTmaBamTmaBamTmaBamBamMepBamTmaTmaBamTmaBamTmaTmaTmaBamTmaBamTmaBamBamBamTmaTmaBamTmaTmaBamTmaMepTmaTmaTmaTmaTmaBamTmaTmaBamTmaTmaTmaBamTmaTmaTmaTmaTma,[0.69131918 0.23860521 0.07007561]
87,19,>512,TmaTmaBamBamTmaMepTmaTmaTmaTmaTmaBamBamBamMepMepBamTmaTmaTmaBamTmaBamTmaBamBamBamBamBamBamTmaTmaTmaTmaTmaTmaBamTmaTmaTmaTmaBamTmaTmaTmaTmaBamTmaTmaBamBamTmaBamTmaBamTmaMepTmaTmaTmaBamMepMepMepTmaTmaMepTmaTmaTma,[0.67708282 0.22911938 0.0937978 ]
88,19,>512,TmaTmaMepTmaBamTmaBamTmaTmaTmaBamTmaBamBamBamTmaBamTmaBamTmaTmaTmaBamBamBamBamBamBamBamBamTmaTmaTmaBamBamTmaTmaBamTmaTmaBamTmaTmaBamBamTmaTmaBamBamBamTmaBamBamMepBamBamMepTmaTmaBamTmaBamTmaTmaBamTmaBamTmaTmaBam,[0.58931982 0.37357118 0.037109  ]
89,19,>512,TmaTmaBamTmaBamBamBamBamTmaTmaBamBamTmaMepMepBamBamMepBamTmaTmaBamMepBamBamTmaBamMepTmaBamBamBamTmaTmaTmaBamTmaTmaTmaTmaTmaBamTmaBamTmaTmaTmaTmaTmaTmaTmaTmaMepBamBamBamTmaTmaBamTmaMepTmaTmaTmaMepBamBamMepTmaBam,[0.59810801 0.29222798 0.109664  ]
90,19,>512,BamBamTmaTmaTmaTmaTmaTmaBamBamTmaBamTmaBamBamMepMepBamTmaMepTmaBamTmaTmaTmaBamTmaBamTmaMepTmaBamTmaTmaTmaBamBamTmaMepBamTmaBamTmaTmaTmaBamMepTmaTmaTmaTmaBamTmaMepTmaMepTmaTmaBamBamBamMepTmaBamTmaBamBamTmaBamBam,[0.61156029 0.27951294 0.10892677]
91,19,>512,TmaBamBamMepTmaTmaBamBamTmaBamTmaTmaBamTmaTmaTmaTmaTmaMepTmaTmaTmaBamBamTmaTmaTmaBamTmaTmaMepBamMepTmaTmaBamTmaTmaBamBamBamBamBamBamTmaMepBamTmaTmaMepTmaBamBamBamTmaTmaBamTmaTmaBamBamTmaTmaTmaTmaTmaBamBamBamMep,[0.62651629 0.28910191 0.0843818 ]
92,19,>512,MepTmaBamMepBamBamBamBamBamTmaBamMepTmaMepBamTmaTmaBamTmaTmaTmaTmaTmaBamTmaBamBamBamBamBamTmaTmaBamTmaTmaTmaBamTmaTmaMepBamTmaBamBamTmaBamBamTmaTmaBamTmaTmaTmaBamMepTmaTmaBamMepTmaBamTmaBamMepBamTmaBamBamTmaTma,[0.57143844 0.32960824 0.09895331]
93,19,>512,TmaTmaTmaTmaBamTmaTmaMepMepTmaTmaBamTmaTmaBamTmaMepBamBamTmaTmaTmaBamBamTmaBamBamBamBamMepTmaTmaTmaTmaBamBamBamBamBamBamTmaBamBamBamMepBamTmaTmaBamTmaBamBamBamBamTmaBamTmaTmaTmaTmaTmaTmaBamMepBamTmaBamTmaBamTma,[0.5868861 0.3392024 0.0739115]
94,19,>512,TmaTmaTmaTmaBamBamTmaTmaTmaBamMepTmaBamTmaBamTmaMepTmaBamMepBamTmaTmaTmaTmaMepTmaTmaMepTmaTmaBamTmaTmaTmaTmaTmaTmaBamBamMepBamTmaMepBamBamBamTmaBamBamTmaBamBamTmaTmaBamMepTmaTmaTmaTmaTmaBamTmaBamTmaBamBamBamTma,[0.65171737 0.25324698 0.09503565]
95,19,>512,BamMepBamTmaTmaBamTmaBamBamTmaTmaBamMepTmaTmaTmaTmaTmaTmaTmaTmaBamBamBamBamTmaTmaTmaBamTmaTmaBamBamBamBamBamTmaBamBamTmaBamTmaTmaTmaTmaBamTmaTmaTmaBamTmaTmaBamBamTmaTmaTmaMepTmaBamBamBamTmaBamTmaTmaTmaBamTmaTma,[0.66889391 0.29546633 0.03563976]
96,19,>512,TmaMepMepBamBamBamBamBamBamBamBamTmaMepBamBamBamBamTmaMepBamTmaTmaBamTmaTmaTmaBamTmaMepTmaMepBamTmaTmaBamBamTmaBamTmaTmaMepBamBamTmaTmaBamBamTmaBamBamTmaTmaTmaBamBamMepTmaBamTmaTmaBamBamBamBamBamBamBamBamMepTma,[0.46831176 0.41491094 0.1167773 ]
97,19,>512,TmaTmaTmaMepTmaTmaTmaBamMepBamTmaTmaBamBamTmaMepMepTmaTmaBamTmaTmaBamTmaMepBamTmaTmaMepTmaBamTmaBamBamTmaTmaBamBamTmaMepTmaBamTmaBamTmaBamBamTmaTmaBamTmaBamBamBamTmaTmaBamTmaTmaTmaMepBamTmaTmaTmaTmaBamTmaTmaBam,[0.65171737 0.25324698 0.09503565]
98,19,>512,BamBamTmaBamTmaTmaBamTmaMepMepTmaTmaTmaTmaBamBamBamMepTmaTmaBamTmaTmaTmaBamTmaBamMepTmaTmaTmaBamTmaBamMepBamTmaTmaBamBamBamTmaMepBamTmaTmaBamBamTmaTmaBamBamTmaTmaMepBamBamMepBamBamMepTmaBamTmaMepBamTmaTmaTmaMep,[0.56907866 0.2954224  0.13549893]
